"Fecha";"Descripción";"Usuario"
"2017-09-12 16:27:59";"Se ha consultado el NIF: 29113661P con resultado: undefined";"admin"
"2017-09-12 16:28:06";"Se ha consultado el NIF: 29113662P con resultado: Número no encontrado";"admin"
"2017-09-12 16:28:16";"Se ha consultado el NIF: 29113652P con resultado: Número no encontrado";"admin"
"2017-09-12 16:29:11";"Se ha consultado el NIF: 29113652P con resultado: Número no encontrado";"admin"
"2017-09-12 16:30:59";"Se ha consultado el NIF: 29113652P con resultado: Número no encontrado";"admin"
"2017-09-12 16:35:50";"Se ha consultado el NIF: 29113661P con resultado: undefined";"admin"
"2017-09-12 16:36:43";"Se ha consultado el NIF: 29113661P con resultado: undefined";"admin"
"2017-09-12 16:41:49";"Se ha consultado el NIF: 29113661P con resultado: undefined";"admin"
"2017-09-12 16:43:21";"Se ha consultado el NIF: 29113661P con resultado: undefined";"admin"
"2017-09-12 16:45:36";"Se ha consultado el NIF: 29113661P con resultado: undefined";"admin"
"2017-09-12 16:45:53";"Se ha consultado el NIF: 29113662P con resultado: Número no encontrado";"admin"
"2017-09-12 16:56:24";"Se ha consultado el NIF: 29113661P con resultado: undefined";"admin"
"2017-09-12 16:59:22";"Se ha consultado el NIF: 29113661P con resultado: undefined";"admin"
"2017-09-12 17:00:42";"Se ha consultado el NIF: 29113661P con resultado: undefined";"admin"
"2017-09-12 17:03:25";"Se ha consultado el NIF: 29113660P con resultado: Número no encontrado";"admin"
"2017-09-12 17:05:51";"Se ha consultado el NIF: 29113661P con resultado: undefined";"admin"
"2017-09-12 17:06:14";"Se ha consultado el NIF: 29113660P con resultado: Número no encontrado";"admin"
"2017-09-12 17:07:38";"Se ha consultado el NIF: 29113661P con resultado: undefined";"admin"
"2017-09-12 17:08:03";"Se ha consultado el NIF: 29113660P con resultado: Número no encontrado";"admin"
"2017-09-12 17:17:19";"Se ha consultado el NIF: 29113660P con resultado: Número no encontrado";"admin"
"2017-09-12 17:17:28";"Se ha consultado el NIF: 29113661P con resultado: undefined";"admin"
"2017-09-12 17:24:55";"Se ha consultado el NIF: 29113661P con resultado: undefined";"admin"
"2017-09-12 17:27:12";"Se ha consultado el NIF: 29113661P con resultado: undefined";"admin"
"2017-09-12 17:27:33";"Se ha consultado el NIF: 29113660P con resultado: Número no encontrado";"admin"
"2017-09-12 17:28:27";"Se ha consultado el NIF: 29113661P con resultado: undefined";"admin"
"2017-09-12 17:31:25";"Se ha consultado el NIF: 29113661P con resultado: undefined";"admin"
"2017-09-12 17:31:56";"Se ha consultado el NIF: 29113661P con resultado: undefined";"admin"
"2017-09-12 17:33:34";"Se ha consultado el NIF: 29113661P con resultado: undefined";"admin"
"2017-09-12 17:33:47";"Se ha consultado el NIF: 29113660P con resultado: Número no encontrado";"admin"
"2017-09-12 17:34:26";"Se ha consultado el NIF: 29113661P con resultado: undefined";"admin"
"2017-09-12 17:34:33";"Se ha consultado el NIF: 29113660P con resultado: Número no encontrado";"admin"
"2017-09-12 17:34:43";"Se ha consultado el NIF: 29113660P con resultado: Número no encontrado";"admin"
"2017-09-12 17:35:20";"Se ha consultado el NIF: 29113660P con resultado: Número no encontrado";"admin"
"2017-09-12 17:35:25";"Se ha consultado el NIF: 29113660P con resultado: Número no encontrado";"admin"
"2017-09-12 17:37:32";"Se ha consultado el NIF: 29113661P con resultado: undefined";"admin"
"2017-09-12 17:37:41";"Se ha consultado el NIF: 29113660P con resultado: Número no encontrado";"admin"
"2017-09-12 17:39:42";"Se ha consultado el NIF: 29113661P con resultado: undefined";"admin"
"2017-09-12 17:39:54";"Se ha consultado el NIF: 29113660P con resultado: Número no encontrado";"admin"
"2017-09-12 17:47:24";"Se ha consultado el NIF: 29113661P con resultado: undefined";"admin"
"2017-09-12 17:47:33";"Se ha consultado el NIF: 29113660P con resultado: Número no encontrado";"admin"
"2017-09-12 18:20:19";"Se ha consultado el NIF: 29113660P con resultado: Número no encontrado";"admin"
"2017-09-12 18:23:08";"Se ha consultado el NIF: 29113661P con resultado: undefined";"admin"
"2017-09-12 18:26:21";"Se ha consultado el NIF: 29113661P con resultado: undefined";"admin"
"2017-09-12 18:28:56";"Se ha consultado el NIF: Y2940298S con resultado: Número no encontrado";"admin"
"2017-09-12 18:29:20";"Se ha consultado el NIF: Y7027897P con resultado: Número no encontrado";"admin"
"2017-09-12 18:29:57";"Se ha consultado el NIF: 23098246J con resultado: Número no encontrado";"admin"
